,页面网址,酒店名称,回复ID,回复时间,answer,原ID,question,原时间,clean_question_new,clean_answer_new
403,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,佳代子 小,15-May,"ツアーでクラブシャレールームを利用予定なのですが、チェックアウトが12時or14時です。

チェックアウト後にクラブラウンジとプールを利用したいのですが出来ますでしょうか？
それともディパーチャーラウンジしか利用出来ないのでしょうか？

レイトチェックアウトの予定はありません。

ご回答よろしくお願いします。",Answer from PadmaResort_GRO,"お問合せありがとうございます。パドマ日本人スタッフの山口と申します。
回答が遅れまして、申し訳ございませんでした。

パドマでは、最終日のチェックアウト後も各施設のご利用が可能です。
ラウンジ特典のあるお部屋にご滞在の場合はガーデンクラブラウンジ、ラウンジ特典無しのお部屋にご滞在のお客様も、出発ラウンジが無料でご利用できます。

ガーデンクラブラウンジでは、アフタヌーンティーや、アルコールが飲み放題になるイブニングカクテル等、時間に応じてサービスを行っております。

出発ラウンジでは、鍵付きロッカー、シャワー、ドライサウナ、スチームサウナ等もございますので、最終日のご出発時間まで、思い存分バリ島をご満喫できます。

佳代子 小様のお越しをお待ちしております。",15-Jun,"oWen  searigatougozaimasu. padomaRi   sutatsuhunoShan Kou toShen shimasu. Hui Da gaChi remashite, Shen shiYi gozaimasendeshita. padomadeha, Zui Zhong Ri nochietsukuautoHou moGe Shi She nogoLi Yong gaKe Neng desu. raunziTe Dian noaruoBu  nigoZhi Zai noChang  hagadenkuraburaunzi, raunziTe Dian  shinooBu  nigoZhi Zai nooKe  mo, Chu Fa raunzigaWu Liao degoLi Yong dekimasu. gadenkuraburaunzideha, ahutanunteiya, arukorugaYin miFang Ti ninaruibuningukakuteruDeng , Shi Jian niYing zitesabisuwoXing tsuteorimasu. Chu Fa raunzideha, Jian Fu kirotsuka, shiyawa, doraisauna, suchimusaunaDeng mogozaimasunode, Zui Zhong Ri nogoChu Fa Shi Jian , Si iCun Fen bariDao wogoMan Chi dekimasu. Jia Dai Zi Xiao  nooYue shiwooDai chishiteorimasu.","tsuadekurabushiyarerumuwoLi Yong Yu Ding nanodesuga, chietsukuautoga12Shi or14Shi desu. chietsukuautoHou nikuraburaunzitopuruwoLi Yong shitainodesugaChu Lai masudeshiyouka? soretomodeipachiyaraunzishikaLi Yong Chu Lai nainodeshiyouka? reitochietsukuautonoYu Ding haarimasen. goHui Da yoroshikuoYuan ishimasu."
404,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,beno1474,15-May,"Bonjour, Quels sont les avantages du club proposé avec certaines chambres . Merci",,,,,bonjour quels sont les avantages du club propose avec certaines chambres merci
405,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Naniki2,15-Apr,プールの利用は何時から何時まででしょうか？,Answer from PadmaResort_GRO,"お問合せありがとうございます。パドマ日本人スタッフの山口と申します。

メインプールとラグーンプールのご利用時間は、基本07:00から21:00までとさせていただいております。それ以外のお時間ですと監視スタッフがおりませんので、自己責任でのご利用は可能です。ただ、プールはけっこう深いです、充分にお気をつけくださいませ。

また、新しいスライディング付きのファミリープールは、ご利用が10:00 から 18:00までとなっております。

Naniki2様のお越しをお待ちしております。",15-Apr,"oWen  searigatougozaimasu. padomaRi   sutatsuhunoShan Kou toShen shimasu. meinpurutoragunpurunogoLi Yong Shi Jian ha, Ji  07 00kara21 00madetosaseteitadaiteorimasu. soreYi Wai nooShi Jian desutoJian Shi sutatsuhugaorimasennode, Zi Ji Ze  denogoLi Yong haKe Neng desu. tada, puruhaketsukouShen idesu, Chong Fen nioQi wotsukekudasaimase. mata, Xin shiisuraideinguFu kinohuamiripuruha, goLi Yong ga10 kara 00madetonatsuteorimasu. naniki2Yang nooYue shiwooDai chishiteorimasu.",purunoLi Yong haHe Shi karaHe Shi madedeshiyouka?
406,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,yumaｊｕｎ,15-Mar,大人2名子供２名（13歳、10歳）1部屋で宿泊可能な部屋はありますか？２部屋のコネクティングルームの場合、割引制度がありましたら教えてください。,Answer from PadmaResort_GRO,"宿泊のご検討ありがとうございます。パドマ日本人スタッフの山口と申します。

ご家族4名様でのご利用でしたら、今年出来たばかりのファミリールームがおすすめです。1部屋に大人部屋（ダブルベッド)と子供部屋(2段ベッド)がございます。バスタブが無く、シャワーがそれぞれのお部屋にございます(計2)。

もしバスタブが必要な場合は、Family Deluxe Chalet と言うタイプのお部屋がおすすめで、こちらはデラックスシャレーのコネクティング(または室内でコネクトしていないおとなり同士のお部屋)となります。

yumajun様ご家族にお会いできますのを楽しみにしております。",15-Mar,"Su Bo nogoJian Tao arigatougozaimasu. padomaRi   sutatsuhunoShan Kou toShen shimasu. goJia Zu 4Ming  denogoLi Yong deshitara, Jin Nian Chu Lai tabakarinohuamirirumugaosusumedesu. 1Bu  niDa  Bu  (daburubetsudo toZi Gong Bu  2Duan betsudo gagozaimasu. basutabugaWu ku, shiyawagasorezorenooBu  nigozaimasu Ji 2 . moshibasutabugaBi Yao naChang  ha, family deluxe chalet toYan utaipunooBu  gaosusumede, kochirahaderatsukusushiyarenokonekuteingu matahaShi Nei dekonekutoshiteinaiotonariTong Shi nooBu  tonarimasu. yumajunYang goJia Zu nioHui idekimasunowoLe shiminishiteorimasu.","Da  2Ming Zi Gong 2Ming (13Sui , 10Sui )1Bu  deSu Bo Ke Neng naBu  haarimasuka?2Bu  nokonekuteingurumunoChang  , Ge Yin Zhi Du gaarimashitaraJiao etekudasai."
407,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,yumaｊｕｎ,15-Mar,八月に二泊する予定です。事前購入でクラブルーム希望ですが、ホテルのサイトで直接予約しないと空港送迎は有料なのでしょうか？,Answer from PadmaResort_GRO,"宿泊のご検討ありがとうございます。パドマ日本人スタッフの山口と申します。

ホテルのサイトで2泊以上のご予約いただいた場合は、ホテルから空港送迎を無料でさせていただいております。ホテルのサイト以外でご予約をいただいた場合は、お申し込み先の旅行会社によって送迎の条件が変わりますので、そちらにお問合せください。送迎車も、ホテルからではなく、旅行会社からの車となります。

yumajun様のお越しをお待ちしております。",15-Mar,"Su Bo nogoJian Tao arigatougozaimasu. padomaRi   sutatsuhunoShan Kou toShen shimasu. hoterunosaitode2Bo Yi Shang nogoYu Yue itadaitaChang  ha, hoterukaraKong Gang Song Ying woWu Liao desaseteitadaiteorimasu. hoterunosaitoYi Wai degoYu Yue woitadaitaChang  ha, oShen shiIp miXian noLu Xing Hui She niyotsuteSong Ying noTiao Jian gaBian warimasunode, sochiranioWen  sekudasai. Song Ying Che mo, hoterukaradehanaku, Lu Xing Hui She karanoChe tonarimasu. yumajunYang nooYue shiwooDai chishiteorimasu.","Ba Yue niEr Bo suruYu Ding desu. Shi Qian Gou Ru dekuraburumuXi Wang desuga, hoterunosaitodeZhi Jie Yu Yue shinaitoKong Gang Song Ying haYou Liao nanodeshiyouka?"
408,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,ocha00panas,15-Mar,4/2-4/5 ガーデンシャレーに滞在予定ですが、改装工事などで部屋がうるさくなる予定はありますか？ 道路に面していない部屋をリクエストできますか？ 4月の混み具合はいかがですか？,Answer from PadmaResort_GRO,"お問合せありがとうございます。パドマ日本人スタッフの山口と申します。

既に新しいファミリールームとキッズプールが完成しており、改装工事は行っておりませんので、騒音による心配はありません、ご安心下さい。

お部屋の条件にリクエストがございます場合は、ご予約時に備考欄などでお知らせ下さい。出来る限りご希望に添えられますよう毎回努力しておりますが、お部屋の空き状況により、ご希望にお答えできない場合もございます事も、ご了承下さい。

4月2-5日はグッド・フライデーと言う休日ですので、少し込み合ってきているようです。まだお部屋に空きはございますが、早めのご予約をお薦め致します。

ocha00panas様のお越しをお待ちしております。",15-Mar,"oWen  searigatougozaimasu. padomaRi   sutatsuhunoShan Kou toShen shimasu. Ji niXin shiihuamirirumutokitsuzupurugaWan Cheng shiteori, Gai Zhuang Gong Shi haXing tsuteorimasennode, Sao Yin niyoruXin Pei haarimasen, goAn Xin Xia sai. oBu  noTiao Jian nirikuesutogagozaimasuChang  ha, goYu Yue Shi niBei Kao Lan nadodeoZhi raseXia sai. Chu Lai ruXian rigoXi Wang niTian eraremasuyouMei Hui Nu Li shiteorimasuga, oBu  noKong kiZhuang Kuang niyori, goXi Wang nioDa edekinaiChang  mogozaimasuShi mo, goLiao Cheng Xia sai. 4Yue 2 5Ri hagutsudohuraidetoYan uXiu Ri desunode, Shao shiIp miHe tsutekiteiruyoudesu. madaoBu  niKong kihagozaimasuga, Zao menogoYu Yue wooJian meZhi shimasu. ocha00panasYang nooYue shiwooDai chishiteorimasu.","gadenshiyareniZhi Zai Yu Ding desuga, Gai Zhuang Gong Shi nadodeBu  gaurusakunaruYu Ding haarimasuka? Dao Lu niMian shiteinaiBu  worikuesutodekimasuka? 4Yue noHun miJu  haikagadesuka?"
409,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,podower,14-Oct,I got 2 adults and 2 kids(3 and 5 years old). Can I stay at the deluxe room?,Answer from PadmaResort_HM,"Hello,

The deluxe room maximum capacity is 2 Adults and 1 kid. 

For 2 Adults and 2 kids, We'd recommend Premier Twin room, as it comes over-sized twin beds. 

Hope that helps...",14-Oct, deluxe  maximum capacity adults kid adults kids recommend premier twin  comes sized twin beds hope helps,got adults kids years old stay deluxe 
410,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,mametabu,14-Oct,子供の朝食料金はお幾らでしょうか？,Answer from PadmaResort_GRO,"沢山の方が回答してくださっており、どうもありがとうございました。はじめまして、パドマリゾート日本人スタッフの山口と申します。

当ホテルは、朝食は宿泊代に全て含まれておりますので、宿泊ゲストは全員、部屋番号を仰っていただくだけで朝食をお楽しみいただけます。

ただし、他所でご宿泊されているお客様が同席される場合、またはチェックイン日に朝食をご希望のお客様は、追加料金がお一人様Rp.235,000(大人料金。お子様6歳～12歳は半額、5歳以下は無料)となります。こちらは2014年10月の価格ですので、以降変更する場合もございます。

mametabu様のお越しをお待ちしております。",14-Oct,"Ze Shan noFang gaHui Da shitekudasatsuteori, doumoarigatougozaimashita. hazimemashite, padomarizotoRi   sutatsuhunoShan Kou toShen shimasu. Dang hoteruha, Zhao Shi haSu Bo Dai niQuan teHan mareteorimasunode, Su Bo gesutohaQuan Yuan , Bu  Fan Hao woYang tsuteitadakudakedeZhao Shi wooLe shimiitadakemasu. tadashi, Ta Suo degoSu Bo sareteiruoKe  gaTong Xi sareruChang  , matahachietsukuinRi niZhao Shi wogoXi Wang nooKe  ha, Zhui Jia Liao Jin gaoYi   rp Da  Liao Jin . oZi  6Sui ~12Sui haBan E , 5Sui Yi Xia haWu Liao tonarimasu. kochiraha2014Nian 10Yue noJia Ge desunode, Yi Jiang Bian Geng suruChang  mogozaimasu. mametabuYang nooYue shiwooDai chishiteorimasu.",Zi Gong noZhao Shi Liao Jin haoJi radeshiyouka?
411,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,和宏 富,14-Sep,宿泊者が、レンタカーを借りてきたら、ホテルの敷地内の駐車場の利用は可能ですか？　また、駐車料金は徴収されますか？それとも無料ですか？　有料の場合はいくらですか？,Answer from PadmaResort_GRO,お問合せありがとうございます。パドマ日本人スタッフの山口と申します。ホテル敷地内の駐車場は無料でご利用が可能です。ただ、tokochin様より下記にコメントをいただきましたとおり、バリ島での運転は大変危険ですので(運転が上手なお客様が事故るわけではなく、巻き込まれるケースが多いのです)、充分お気をつけくださいませ。,14-Sep,"oWen  searigatougozaimasu. padomaRi   sutatsuhunoShan Kou toShen shimasu. hoteruFu Di Nei noZhu Che Chang haWu Liao degoLi Yong gaKe Neng desu. tada, tokochinYang yoriXia Ji nikomentowoitadakimashitatoori, bariDao denoYun Zhuan haDa Bian Wei Xian desunode Yun Zhuan gaShang Shou naoKe  gaShi Gu ruwakedehanaku, Juan kiIp marerukesugaDuo inodesu , Chong Fen oQi wotsukekudasaimase.","Su Bo Zhe ga, rentakawoJie ritekitara, hoterunoFu Di Nei noZhu Che Chang noLi Yong haKe Neng desuka? mata, Zhu Che Liao Jin haZheng Shou saremasuka?soretomoWu Liao desuka? You Liao noChang  haikuradesuka?"
412,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,abihanakick,14-Jul,8月にパドマに滞在予定です！今回パパが行けないので シッターさんをリクエストしようと思っています！子供達と一緒にプールに入ってもらう事はできますか？また個人的に知り合いから（外部）シッターを頼んできてもらう事は可能ですか？,Answer from PadmaResort_GRO,"お問合せありがとうございます。ご両親のご希望に合わせ、ベビーシッターが子供達と共にプールで遊ぶことが可能でございます。インドネシア語か英語の対応となりますが、多くの日本人のお客様にベビーシッターをご利用いただいております。パドマホテルでご依頼される場合は、お子様2名様までRp.65,000/時間となります(2014年7月現在の料金です) 。また、個人的に外部からベビーシッターを連れてこられることも可能です。8月に、abihanakick様とお子様にお会いできるのを、楽しみにしております。

山口紫穂(パドマリゾート セールスマネージャー)",14-Jul,"oWen  searigatougozaimasu. goLiang Qin nogoXi Wang niHe wase, bebishitsutagaZi Gong Da toGong nipurudeYou bukotogaKe Neng degozaimasu. indoneshiaYu kaYing Yu noDui Ying tonarimasuga, Duo kunoRi   nooKe  nibebishitsutawogoLi Yong itadaiteorimasu. padomahoterudegoYi Lai sareruChang  ha, oZi  2Ming  maderp Shi Jian tonarimasu 2014Nian 7Yue Xian Zai noLiao Jin desu . mata, Ge  De niWai Bu karabebishitsutawoLian retekorarerukotomoKe Neng desu. 8Yue ni, abihanakickYang tooZi  nioHui idekirunowo, Le shiminishiteorimasu. Shan Kou Zi Sui padomarizoto serusumaneziya",8Yue nipadomaniZhi Zai Yu Ding desu!Jin Hui papagaXing kenainode shitsutasanworikuesutoshiyoutoSi tsuteimasu!Zi Gong Da toYi Xu nipuruniRu tsutemorauShi hadekimasuka?mataGe  De niZhi riHe ikara(Wai Bu )shitsutawoLai ndekitemorauShi haKe Neng desuka?
413,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Raysofsunshine786,23-Feb,"Hello, planning to come at stay at your hotel, what is the price for being picked up from airport at arrival please?",Answer from GRACE A GALLAGHER,200.000 Rupiah,23-Feb,rupiah, planning come stay  price picked airport arrival 
414,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Priya H,22-May,"Hi, I have tried contacting your hotel via email multiple times to confirm my booking and haven’t heard back. Do you have other methods of contact to confirm my stay?

Kind regards,
Priya",,,,, tried contacting  via email multiple times confirm booking  heard  methods contact confirm stay kind  priya
415,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Nobodycares A,22-Mar,"Hi, is it possible to have breakfast and dinner included in the price of the stay in your hotel? we would be glad if that is possible, thanks:)",Answer from Amnaya Bali,"Hallo, we have room include breakfast but for dinner you could pay directly at our restaurant according to menu that you chose.

Thank you.",22-Mar,hallo  include breakfast dinner  pay directly restaurant according menu chose , possible breakfast dinner included price stay   glad possible thanks
416,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Travel47580370928,20-May,"Hi, will the hotel meal suit Korean taste?",Answer from Amnaya Bali,"Hello Travel 47580370928, 
Thank you for your question. The hotel provides Indonesian food. so far, we have no negative feedback from our Korean guests about the meal taste.
Thank you",20-Jun, travel  question  provides indonesian food far negative feedback korean guests meal taste ,  meal suit korean taste
417,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,baciucarmaciu,20-Jan,"Hello ! There are ironing facility, iron in the rooms ?",Answer from Amnaya Bali,Hello. Yes we provide ironing facility. But may we know when do you want to use it? We have limited stock and we will see the availability.,20-Jan,  provide ironing facility may know  use limited stock see availability, ironing facility iron rooms
418,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Kelmil,19-Sep,"Hi, we are a family of three, 2 x adults and 15 yr old. Thoughts/advice on pros and cons to make a decision on wether to stay in  2x amnaya suites or family room. Main concern is with quiet rooms away from waterpark and which is the nicer option to be honest. TIA",Answer from Amnaya Bali,"Dear Kelmil,
You may request to our reservation about being away from water park. We do prioritize our guests' requests. We also have Family Suite as an option for family. 

Thank you",19-Oct, kelmil may request reservation away water park prioritize guests requests  family suite option family , family three x adults yr old thoughts advice pros cons make decision wether stay 2x  suites family   concern quiet rooms away waterpark nicer option honest tia
419,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Koalakim,19-Aug,Is the pool warm it cold?,Answer from Amnaya Bali,"Dear Koalakim,
It depends on the weather. 
At some hours, we have the shade, but our pool is almost never empty.",19-Oct, koalakim depends weather hours shade pool almost never empty,pool warm cold
420,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,ozejoe,19-Aug,"Like to know about Hotel Credit IDR 150000 per night ,What can the credits be used",Answer from Amnaya Bali,"Dear Echolink, it can be for minibar, food and beverages, spa, retails, and transportation- any kind of transaction except room transaction",19-Aug, echolink minibar food beverages spa retails transportation kind transaction except  transaction,like know  credit idr per night credits used
421,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,JHGC,19-Jun,Does this hotel offer supervised kids club?,Answer from Amnaya Bali,"Dear Mr. Jo H, We apologize that we don't have supervised kids club. However, we have kids swimming pool :)",19-Jun, mr jo h apologize supervised kids club however kids swimming pool, offer supervised kids club
422,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,visitorAB,19-Jun,"Hello,
Does your hotel have food and beverage service to the pool area? 
Thank you.",Answer from Amnaya Bali,"Yes, we do have it :)",19-Jun,,  food beverage service pool area 
423,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Oliver R,19-Apr,Does the pool area get much sun?,Answer from Amnaya Bali,"Hello, our pool get enough sun. However, there are hours when the pool did not get direct exposure. It is warm though...",19-Apr, pool  enough sun however hours pool  direct exposure warm though,pool area  much sun
424,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Dima Qadomi,19-Mar,Is there a smoking rooms !!,Answer from Amnaya Bali,"Dear demaq2019,
We do not have smoking rooms. However, our guests can smoke on the balcony or at the lobby area.
Hope it answers your question.
Thank you

Amnaya Resort Kuta",19-Mar, demaq2019 smoking rooms however guests smoke balcony lobby area hope answers question    ,smoking rooms
425,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Dinu,18-Dec,"Hi,

Would you provide any specific services/decorations for honeymooners ?

Thanks",,,,,  provide specific services decorations honeymooners thanks
426,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Inspire38435304970,18-Nov,Do AMNAYA's rooms have hair dryers?,Answer from HappytripperKent_UK,Yes! Lovely powerful models,18-Nov, lovely powerful models, rooms hair dryers
427,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Mrs Kweh,18-Sep,Any gym facility ?,Answer from Kathleen G,Yes they have gym on the second floor.,18-Oct, gym second floor,gym facility
428,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,diemhuong888,18-Sep,Do you offer airport pickup service?,Answer from keetiii L,They do provide it!,18-Sep,provide,offer airport pickup service
429,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Rabia_13,18-Sep,"What are the surroundings like, is the beach clean and quiet, are there shops around?",Answer from Sergei_Meekat,"Having just left Amnaya, whilst the hotel is lovely and highly recommended , Kuta, which the hotel is right in the middle of, is probably not the best place for ‘clean and quiet’. We used it as a base for tours, and then moved to other parts of the island for our ‘beach holiday’.",18-Sep,left  whilst  lovely highly recommended   right middle probably  place clean quiet used base tours moved parts island beach holiday,surroundings like beach clean quiet shops around
430,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Charlie G,18-Sep,"Hi Amnaya,

On Agoda they have a “Grand deluxe poolside” room but this room isn’t on your website what room do you call this on your website and what luxury level are they and if booked through a third party website is that room guaranteed ? Also what floors are the “Junior Suites” on? 

Thank you.",Answer from Lina Jasin,"Go to my youtube channel look for Amnaya you have better pictures of the room, completely show you all facilities and services , book the room in front of the pool is best like from 101 to 106 , enjoy Charlie",18-Sep, youtube channel look  better pictures  completely show facilities services book  front pool  like enjoy charlie,  agoda "grand deluxe poolside"    website  call website luxury level booked third party website  guaranteed  floors "junior suites" 
431,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Julie M,18-Aug,"Hi, Julie. What would you like to know about this accommodation?  I would just like to know how much sun the pool gets, sorry I am a bit of sun worshipper.  Thanks",Answer from Amnaya Bali,"We have limited sunlight with limited hours. AM and PM

Thank you",18-Aug,limited sunlight limited hours pm , julie  like know accommodation  like know much sun pool gets sorry bit sun worshipper thanks
432,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,sharifahnatasha,18-Aug,How much do you charge an extra person staying there without extra bed?,Answer from Amnaya Bali,"Maximum one extra person in a room and have to be registered for security and safety reason.
The charge is Rp 500.000 net/night. 
The extra person will entitle to get the lavish a la carte breakfast and fresh towels. In the room wie will also supply additional bottled drinking water and the coffee/Tea sachets

Thank you",18-Aug,maximum  extra person  registered security safety reason charge rp net night extra person entitle  lavish la carte breakfast fresh towels  wie  supply additional bottled drinking water coffee tea sachets ,much charge extra person staying without extra bed
433,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,sharifahnatasha,18-Aug,How much do you charge an extra person staying there without extra bed?,Answer from rabaah_roszini,You can email the hotel and check with them as I didn’t opt for an extra bed.Cheers!,18-Aug,email  check  opt extra bed cheers,much charge extra person staying without extra bed
434,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,bolbol b,18-Jul,I am planning to come to Bali and staying for 10 nights do I have to pay deposit for this hotel?,Answer from Amnaya Bali,"Thank you for your inquiry.
Whenever your travel plan has been fixed, then to secure your reservation with deposit will be an advantage.

Thank you",18-Jul, inquiry whenever travel plan fixed secure reservation deposit advantage ,planning come  staying nights pay deposit 
435,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Ahmed K,18-Jun,Is the hotel have a guest friendly policy? means can guests bring a visitor to a room without any charges?,Answer from Amnaya Bali,"Dear Ahmed K

We implement maximum occupancy in a room.
Extra person staying in a room will be charged.
Then for safety reason, a visitor has to be registered in the Front Desk.

Thank you",18-Jun, ahmed k implement maximum occupancy  extra person staying  charged safety reason visitor registered front desk , guest friendly policy means guests  visitor  without charges
436,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,S D,18-May,"Hi! I want to ask what’s the difference between Double Deluxe and Double Standard room based on your website. Which rooms do have pool or garden views? Also, does your room come with bathrobes and towels? Do you provide a welcome cake to birthday celebrants? And lastly, on Agoda you have Deluxe Room - Breakfast, is it the double standard or double deluxe room?

Will be staying on July, thanks!",Answer from Amnaya Bali,"Dear S D

Our room type starts with Deluxe Room. We do not have standard room at all. And Agoda, by teir own rule, set different names for our room types.

We do not have bathrobes bath Kimono and certainly different type of towels are set up in all rooms.

Furthermore, we serve different type of cakes for honeymooner, birthday and wedding anniversary. A cake is good for 2 persons.

Thank you very much and looking forward to welcoming you at earliest.",18-May,  type starts deluxe  standard  agoda teir rule set different names  types bathrobes bath kimono certainly different type towels set rooms furthermore serve different type cakes honeymooner birthday wedding anniversary cake good persons  much looking  welcoming earliest,  ask  difference double deluxe double standard  based website rooms pool garden views   come bathrobes towels provide welcome cake birthday celebrants lastly agoda deluxe  breakfast double standard double deluxe  staying july thanks
437,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,OffbeatFlier,18-May,do you have smoking rooms? Also is smoking allowed in the balcony ?,Answer from Amnaya Bali,"Dear OffbeatFlier

Kindly to inform you, we only have non-smoking rooms.
Ashtray is on request basis to smoke in the balcony.
We have dedicated smoking area. All are open air.
Thank you",18-May, offbeatflier kindly inform non smoking rooms ashtray request basis smoke balcony dedicated smoking area open air ,smoking rooms  smoking allowed balcony
438,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Anmolthukral,18-May,how much far is the beach from the property,Answer from Amnaya Bali,"Kindly to advise you from the hotel, the Kuta Beach is about 150meter away. You need to enter Discovery Mall.

The Discovery Mall within the area is a beachfront shopping mall.

I believe this helps you

Thank you",18-May,kindly advise   beach 150meter away need enter discovery mall discovery mall within area beachfront shopping mall believe helps ,much far beach property
