,页面网址,酒店名称,评论ID,评论日期,content,clean_content_new
205,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Sandra R,23-Mar,"""Be ready to relax and have fun""",ready relax fun
206,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,g k,23-Mar,"""Nothing, it was amazing.""",nothing amazing
207,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,,,,
208,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Jie G,23-Feb,"""Enjoy the pool!""",enjoy pool
209,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Ptdavo,23-Feb,"""Always busy because it is so beautiful just watch and book when you can.""",always busy beautiful watch book
210,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Elizabeth S,23-Feb,"""Beach rooms were fabulous""",beach  fabulous
211,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,shamal,23-Feb,"""Good location, easy to get around anywhere, amazing facilities""",good location easy  around anywhere amazing facilities
212,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Vowever Wedding Planner,23-Feb,"""Beach View, Sunset View, Luxury Hotel, 5 star service""",beach view sunset view luxury  star service
213,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Outtowna 2,23-Feb,"""We love everything """,love everything
214,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Richard G,23-Jan,"""Garden Rooms are across the road, Beach rooms are well protected but beach facing. Villas are in an enclave""",garden  across road beach  well protected beach facing villas enclave
215,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,John Lim,23-Jan,"""Must come here and experience this fantastic hotel""", come experience fantastic 
216,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Samantha T,23-Jan,"""Be aware that the beach has lots of rubbish it’s just how it is.. by the pool you can enjoy the view and the clean water however""",aware beach lots rubbish  pool enjoy view clean water however
217,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,raorajeshm,23-Jan,"""One speciality restaurant needed.""", speciality restaurant needed
218,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Rofik M,23-Jan,"""Beach room ground floor.""",beach  ground floor
219,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Ramana,23-Jan,"""Ocean view with Jacuzzi""",ocean view jacuzzi
220,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,553celg,22-Dec,"""Use the local two wheel transport in high season- cars move very slowly!""",use local two wheel transport high season cars move slowly
221,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Stephannie L,22-Dec,"""Very luxury place yet homey! """,luxury place yet homey
222,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Martinm1991,22-Dec,"""All drinks are made with store bought ice, so no fear of having ice in your drinks""",drinks  store bought ice fear ice drinks
223,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Sebastian E,22-Dec,"""The pool gets busy snag a spot early before brekkie""",pool gets busy snag spot early brekkie
224,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,fletch,22-Dec,"""There’s always taxis outside and the grab app is great download it before you travel.""", always taxis outside grab app great download travel
225,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Melorin,22-Dec,"""Infinity pool is very calm and nice at night""",infinity pool calm nice night
226,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Glenn M,22-Dec,"""This Hotel is a walk to everything & amazing value compared to the other 5 star name brands""", walk everything amazing value compared star name brands
227,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Lisa T,22-Nov,"""Choose beach room""",choose beach 
228,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Shakir,22-Nov,"""Best place to stay as I can’t really can’t fault anything""",best place stay    fault anything
229,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Latesha A,22-Nov,"""Tell all your friends and family about this place, you won’t regret it! """,tell friends family place  regret
230,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Esthermay,22-Nov,"""Great location""",great location
231,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Chad,22-Nov,"""This hotel has two buildings so be aware of you want to be in the building on the beach just check with the staff""", two buildings aware  building beach check staff
232,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Alice Kim,22-Nov,"""room ocean suite with jacuzzi""", ocean suite jacuzzi
233,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Sheila M,22-Nov,"""All good""",good
234,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Eleni,22-Nov,"""Best way to get around is via Gojek app. You can order a ride via motorcycle or car and price is fixed.  Chose pay cash option""",best way  around via gojek app order ride via motorcycle car price fixed chose pay cash option
235,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,LW22,22-Nov,"""Wednesday Balinese food night with dancers 
Saturday Beach BBQ Food """,wednesday balinese food night dancers saturday beach bbq food
236,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Chris Von,22-Nov,"""The surf can be quite powerful, so watch your little ones in the water. Thankfully, there is an attentive Lifeguard on duty.""",surf quite powerful watch little ones water thankfully attentive lifeguard duty
237,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Col,22-Nov,"""Take your sunscreen, your sense of humour and be prepared to be looked after.""", sunscreen sense humour prepared looked
238,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,suebutters62,22-Nov,"""When you need travel around make sure leave sufficient time as it does get very busy on the roads during the peak times.""",need travel around make sure leave sufficient   busy roads peak times
239,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,10Penell,22-Nov,"""Nothing to avoid!""",nothing avoid
240,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,zylvianaa y,22-Oct,"""beach room""",beach 
241,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Connector285817,22-Oct,"""You can walk to many places from this hotel to avoid the Seminyak traffic jams!""",walk many places  avoid  traffic jams
242,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Marius L,22-Oct,"""Amazing place, lovely staff - come here to dream yourself away with the view and atmosphere, but eat elsewhere""",amazing place lovely staff come dream away view atmosphere eat elsewhere
243,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Carl L,22-Oct,"""If you can get upgraded to one of the villas try, they are great.""", upgraded  villas  great
244,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Puneet C,22-Oct,"""beach wing""",beach wing
245,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,V Patel,22-Sep,"""Beach villas are close to the pool""",beach villas close pool
246,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,A. ALATTAR,22-Sep,"""all rooms are lovely and clean.""", lovely clean
247,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Nikki H,22-Sep,"""Ocean View Private Villa - Beach Front you can hear the sound and see the Indian Ocean! Watch the sunset from your villa""",ocean view private villa beach front hear sound see indian ocean watch sunset villa
248,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,ssharkson,22-Sep,"""Centrally positioned. Great location.""",centrally positioned great location
249,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Dalton C,22-Jun,"""ocean room view rooms with juccuzi""",ocean  view  juccuzi
250,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Harry Doona,22-Jun,"""Amazing view of the beach, on the beachfront, beach club at the hotel, amazing service""",amazing view beach beachfront beach club  amazing service
251,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Duracell_KSA,22-May,"""Morning walks at the beach are must. The hotel is in walking distance to the main places in Seminyak.""",morning walks beach   walking distance  places 
252,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,CalgaryVacationer,22-May,"""We picked a villa with a private pool. It was spacious and amazing.""",picked villa private pool spacious amazing
253,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Ashley G,22-May,"""Pay as you go at the hotel bar so you know what you are spending""",pay   bar know spending
254,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,GOLDPKJ,22-Apr,"""Take rooms on ground floor , sea facing to get easy  access to garden / pool / beach from rooms. """,  ground floor sea facing  easy access garden pool beach 
255,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Julian S,22-Jan,"""Check if they actually offer what you want and have ordered - main restaurant was closed, leaving only the beach bar, which closes at 9pm""",check actually offer  ordered  restaurant closed leaving beach bar closes 9pm
256,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Gandhi Fernando,21-Dec,"""Ocean view room""",ocean view 
257,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Ken Sugijanto,20-Nov,"""Pool Suite""",pool suite
258,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,MSukrisman,20-Sep,"""Beach Villa is the best""",beach villa best
259,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Jacob V,20-Jun,"""floor opposite beach view""",floor opposite beach view
260,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Mark E,20-Apr,"""hotel either side of a road. recommend the main building, we had a delux Garden room , with partial sea view. (418 i think)""", either side road recommend  building delux garden  partial sea view think
261,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Rachel,20-Feb,"""We loved hanging out on the balcony of our Ocean Suite on the third floor""",loved hanging balcony ocean suite third floor
262,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,graham s,20-Feb,"""Pay the extra for beachside rooms""",pay extra beachside 
263,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Sanav,20-Jan,"""Beach-view villa is a must""",beach view villa 
264,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Deanne,19-Dec,"""Ground floor garden room which is on the other side of the road from the main hotel, it was quiet, spacious and has its own pool.""",ground floor garden  side road   quiet spacious pool
265,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Douglas P,19-Nov,"""While there are villas, they don't have any views.  The Ocean Suites have good ocean views..which we had.""",villas views ocean suites good ocean views
266,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,rozinab23,19-Nov,"""please go to another hotel, theres many along the beach.""",please  another  theres many along beach
267,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Kelly Neeld,19-Oct,"""ocean view room!""",ocean view 
268,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Laura T,19-Oct,"""Ask for the ocean front room! It was great :).""",ask ocean front  great
269,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,0K1,19-Oct,"""for garden rooms, request a quieter room off the road so as not to hear traffic""",garden  request quieter  road hear traffic
270,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,TripperEmelia,19-Oct,"""Private Villas with pool are all amazing""",private villas pool amazing
271,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,MGUK,19-Aug,"""First floor Beach Wing room was excellent with a view of the ocean from the balcony. Don't choose the part of the hotel across the road.""",first floor beach wing  excellent view ocean balcony choose part  across road
272,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,cwood194,19-Aug,"""Ocean Wing""",ocean wing
273,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Matthew A,19-Jul,"""I suggest selecting a room in the main part of the hotel i.e. not the Garden Wing even  if it costs more.""",suggest selecting   part  e garden wing even costs
274,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,swankywacky,19-Jul,"""Ocean front suite""",ocean front suite
275,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Petters Reiser,19-Jul,"""Beachwing was great. Next time I think we will ask for a beachwing first floor to go straight out in the nice garden!""",beachwing great next  think ask beachwing first floor  straight nice garden
276,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Phil G,19-Jul,"""Beach-view rooms are more expensive but worth it!""",beach view  expensive worth
277,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,C Tong,19-Jun,"""One-bedroom ocean pool villa was definitely worth the price for us. The private pool was an absolute game changer.""", bedroom ocean pool villa definitely worth price  private pool absolute game changer
278,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Angela T,19-Jun,"""Garden view and ocean view rooms are lovely but independent building across the road won’t break the bank!""",garden view ocean view  lovely independent building across road  break bank
279,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Lisa J,19-May,"""Pool villas amazing""",pool villas amazing
280,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,jtanna1,19-May,"""Beach view in the main building was good, don't know about other rooms""",beach view  building good know 
281,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,BimKentUK,19-Apr,"""Stay on the beach side of the hotel for accessibility and fantastic views.""",stay beach side  accessibility fantastic views
282,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Mimoe14,19-Apr,"""2nd floor with the garden & ocean view""",2nd floor garden ocean view
283,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Phil4Vacay,19-Mar,"""Hotel annex doesn't have any views but rooms are nice.""", annex views  nice
284,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Kinanthiayu,19-Mar,"""avoid the independent building room unless you don't mind crossing the street to access the main resort area""",avoid independent building  unless mind crossing street access   area
285,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,seemsgud,19-Feb,"""Rooms over looking the ocean are just fantastic and totally worth it""", looking ocean fantastic totally worth
286,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,love2travel2525,19-Feb,"""ocean front the best""",ocean front best
287,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Deepak Farmania,19-Jan,"""very expensive. Can get same rooms for half the price, near around.""",expensive   half price near around
288,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,ANJUGOELA,19-Jan,"""Pick an ocean view room over a garden view one.""",pick ocean view  garden view 
289,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Companion36886,19-Jan,"""We loved the beach view room""",loved beach view 
290,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,DCT03,18-Dec,"""Avoid at all costs. Even the Ocean View Suite provides only a partial view of the ocean.""",avoid costs even ocean view suite provides partial view ocean
291,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Departure39140732958,18-Nov,"""rooms on first floor are better""", first floor better
292,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Pawpaw Owner,18-Oct,"""Ocean view!""",ocean view
293,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Candice D,18-Oct,"""Ocean View room will not disappoint. The Spa has a window with ocean view.. very romantic.""",ocean view  disappoint spa window ocean view romantic
294,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,vanessag354,18-Oct,"""Loved our two bed villa but think all accommodation types are special.""",loved two bed villa think accommodation types special
295,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Manar A,18-Oct,"""best ocean views""",best ocean views
296,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Arna R,18-Sep,"""Probably the main side is better""",probably  side better
297,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,TanyaPerthWa,18-Sep,"""amazing views, cleaniness""",amazing views cleaniness
298,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Brooke J,18-Sep,"""Ocean view is the best :)""",ocean view best
299,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,bakutae,18-Sep,"""May have to pay more to request for a room hear the waves from the sea""",may pay request  hear waves sea
300,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,tonypellegrini,18-Aug,"""pool villas are a little more expensive but spoil yourself. You won't be disappointed. The beach view I felt was the best option.""",pool villas little expensive spoil disappointed beach view felt best option
